2212	59722	67562	31780	8268	0	0	0	0	0	0	556402054977746	0
2212	59275	54202	45587	8268	0	0	0	0	0	0	556402054977746	0
2212	59722	67562	31780	8268	0	0	0	0	0	0	556402054977746	0
2212	59722	67562	31780	8268	0	0	0	0	0	0	556402054977746	0
2212	58917	77734	48036	8268	0	0	0	0	0	0	641389507745550	0
2212	58917	77701	48069	8268	0	0	0	0	0	0	641389507745550	0
2212	58917	77734	48036	8268	0	0	0	0	0	0	641389507745550	0
2212	58917	77734	48036	8268	0	0	0	0	0	0	641389507745550	0
2212	57375	52448	18994	794	0	0	0	0	0	0	442187984900190	0
2212	57375	42634	25382	3865	355	0	0	0	0	0	442187984900190	0
2212	57375	52448	18994	794	0	0	0	0	0	0	442187984900190	0
2212	57375	52448	18994	794	0	0	0	0	0	0	442187984900190	0
2212	61794	87161	44653	8268	0	0	0	0	0	0	661209222058895	0
2212	61794	87128	44686	8268	0	0	0	0	0	0	661209222058895	0
2212	61794	87161	44653	8268	0	0	0	0	0	0	661209222058895	0
2212	61794	87161	44653	8268	0	0	0	0	0	0	661209222058895	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	62375	94627	45767	18422	0	0	0	0	0	0	726039461241118	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	47503	43188	38245	7470	0	0	0	0	0	0	458203957547758	0
2212	45076	37238	44473	9433	186	0	0	0	0	0	458203957547758	0
2212	47503	43188	38245	7470	0	0	0	0	0	0	458203957547758	0
2212	47503	43188	38245	7470	0	0	0	0	0	0	458203957547758	0
2212	61794	90892	44012	8268	0	0	0	0	0	0	672133269908609	0
2212	61794	90892	44012	8268	0	0	0	0	0	0	672133269908609	0
2212	61794	90892	44012	8268	0	0	0	0	0	0	672133269908609	0
2212	61794	90892	44012	8268	0	0	0	0	0	0	672133269908609	0
2212	59007	77989	41020	8268	0	0	0	0	0	0	620857476311782	0
2212	58560	64439	54487	8798	0	0	0	0	0	0	620857476311782	0
2212	59007	77989	41020	8268	0	0	0	0	0	0	620857476311782	0
2212	59007	77989	41020	8268	0	0	0	0	0	0	620857476311782	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	62460	83197	63868	11666	0	0	0	0	0	0	726039461241118	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	62650	96918	53355	8268	0	0	0	0	0	0	726039461241118	0
2212	46654	35268	24839	6697	0	0	0	0	0	0	385237623624607	0
2212	44677	30374	30046	8185	176	0	0	0	0	0	385237623624607	0
2212	46654	35268	24839	6697	0	0	0	0	0	0	385237623624607	0
2212	46654	35268	24839	6697	0	0	0	0	0	0	385237623624607	0
