2212	59997	88464	47502	8268	0	0	0	0	0	0	670941116699031	0
2212	58380	86778	50123	8950	0	0	0	0	0	0	670941116699031	0
2212	59997	88464	47514	8256	0	0	0	0	0	0	670941116699031	0
2212	59997	88464	47514	8256	0	0	0	0	0	0	670941116699031	0
2212	60593	81603	47123	1507	0	0	0	0	0	0	623733180865061	0
2212	59860	81569	47148	2249	0	0	0	0	0	0	623733180865061	0
2212	60593	81603	47123	1507	0	0	0	0	0	0	623733180865061	0
2212	60593	81603	47123	1507	0	0	0	0	0	0	623733180865061	0
2212	59116	81118	47240	8266	0	0	0	0	0	0	647971569777420	0
2212	58346	80302	48826	8266	0	0	0	0	0	0	647971569777420	0
2212	59125	81109	47240	8266	0	0	0	0	0	0	647971569777420	0
2212	59125	81109	47240	8266	0	0	0	0	0	0	647971569777420	0
2212	62455	90019	50649	8268	0	0	0	0	0	0	693052127549727	0
2212	59781	81474	60951	9185	0	0	0	0	0	0	693052127549727	0
2212	62455	90019	50667	8250	0	0	0	0	0	0	693052127549727	0
2212	62455	90019	50667	8250	0	0	0	0	0	0	693052127549727	0
2212	62349	90355	52804	2959	0	0	0	0	0	0	682324880073414	0
2212	59677	85435	59775	3580	0	0	0	0	0	0	682324880073414	0
2212	62349	90355	52804	2959	0	0	0	0	0	0	682324880073414	0
2212	62349	90355	52804	2959	0	0	0	0	0	0	682324880073414	0
2212	60081	87010	52943	8268	0	0	0	0	0	0	684238213052122	0
2212	58965	86234	54835	8268	0	0	0	0	0	0	684238213052122	0
2212	60083	87008	52943	8268	0	0	0	0	0	0	684238213052122	0
2212	60083	87008	52943	8268	0	0	0	0	0	0	684238213052122	0
2212	52648	73724	41326	7166	0	0	0	0	0	0	580508950448114	0
2212	51763	66967	47943	8191	0	0	0	0	0	0	580508950448114	0
2212	52648	73724	41326	7166	0	0	0	0	0	0	580508950448114	0
2212	52648	73724	41326	7166	0	0	0	0	0	0	580508950448114	0
2212	61027	96323	51424	8260	0	0	0	0	0	0	712296827551361	0
2212	60894	96246	51437	8457	0	0	0	0	0	0	712296827551361	0
2212	61027	96323	51436	8248	0	0	0	0	0	0	712296827551361	0
2212	61027	96323	51436	8248	0	0	0	0	0	0	712296827551361	0
2212	61507	96607	52865	8262	0	0	0	0	0	0	719861407185946	0
2212	61265	96628	52920	8428	0	0	0	0	0	0	719861407185946	0
2212	61507	96607	52866	8261	0	0	0	0	0	0	719861407185946	0
2212	61507	96607	52866	8261	0	0	0	0	0	0	719861407185946	0
2212	57297	81034	51911	4541	0	0	0	0	0	0	638785170508388	0
2212	56381	75799	55107	7496	0	0	0	0	0	0	638785170508388	0
2212	57298	81033	51911	4541	0	0	0	0	0	0	638785170508388	0
2212	57298	81033	51911	4541	0	0	0	0	0	0	638785170508388	0
